0.032
0.056
0.056
0.05
0.184
0.134
0.114
0.096
0.162
0.042
0.012
0.008
0.02
0.016
0.084
0.168
0.086
0.024
0.056
0.124
0.166
0.036
0.054
0.032
0.054
0.04
0.044
0.05
0.036
0.036
0.04
0.038
0.032
0.032
0.028
0.03
0.026
0.032
0.028
0.038
0.044
0.044
0.034
0.03
0.032
0.038
0.06
0.048
0.024
0.046
0.02
0.02
0.04
0.036
0.048
0.03
0.04
0.04
0.044
0.026
0.032
0.018
0.048
0.024
0.032
0.036
0.03
0.01
0.046
0.026
0.03
0.026
0.016
0.036
0.03
0.05
0.158
0.438
0.228
0.106
0.072
0.086
0.314
0.336
0.092
0.054
0.038
0.002
0.014
0.01
0.004
0.01
0.012
0.006
0.004
0.002
0.004
0.012
0.006
0.002
0.002
0.01
0.004
0.014
0.004
0.002
0.008
0.006
0.01
0.006
0.018
0.004
0.012
0.002
0.006
0.004
0.002
0.004
0.006
0.004
0.006
0.012
0.02
0.004
0.004
0.004
0.006
0.006
0.002
0.014
0.004
0.006
0.004
0.014
0.004
0.004
0.004
0.004
0.006
0.004
0.01
0.004
0.014
0.004
0.008
0.004
0.004
0.004
0.004
0.008
0.004
0.004
0.006
0.01
0.05
0.004
0.082
0.046
0.08
0.088
0.124
0.106
0.134
0.124
0.11
0.084
0.09
0.106
0.036
0.022
0.002
